Jedovatost,Tvar klobouku,Povrch klobouku,Barva klobouku,Výstupky,Zápach,Pøipojení lupenù,Umístìní lupenù,Velikost lupenù,Barva lupenù,Tvar nohy,Zakonèení nohy,Povrch tøenì nad prstenem,Povrch tøenì pod prstenem,Barva tøenì nad prstenem,Barva tøenì pod prstenem,Typ závoje,Barva závoje,Poèet prstenù,Typ prstenù,Barva výtrusù,Populace,Prostøedí,Náhodné urèení ruskou ruletou
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Hnìdožlutá","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Èetná","Les","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Hnìdožlutá","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Hnìdožlutá","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Cesty","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Hnìdožlutá","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Les","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Hnìdožlutá","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Travina","Nejedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Èetná","Cesty","Nejedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Èetná","Les","Nejedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Cesty","Nejedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Les","Nejedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Hnilobný","Volné","Tìsné","Široká","Šedá","Rozšiøující","Zakoøenìný","Hedvábný","Hedvábný","Rùžová","Rùžová","Èásteèný","Bílá","Jeden","Objemný","Èokoládová","Samostatná","Travina","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Žádný","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Šupinovitý","Bílá","Hnìdá","Èásteèný","Bílá","Jeden","Nevýrazný","Bílá","Èetná","Les","Jedovatá"
"Jedovatá","Rovný","Vláknitý","Žlutá","Žádné","Žádný","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Šupinovitý","Bílá","Žlutá","Èásteèný","Bílá","Jeden","Nevýrazný","Bílá","Èetná","Les","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Èokoládová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Vláknitý","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Vláknitý","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Hnilobný","Volné","Tìsné","Široká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èokoládová","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Bílá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Èerná","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Travina","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Mìsto","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Výstupky","Štiplavý","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Žádné","Kreosot","Volné","Nahlouèené","Úzká","Fialová","Rozšiøující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Les","Nejedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Žádné","Kreosot","Volné","Nahlouèené","Úzká","Fialová","Rozšiøující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Les","Jedovatá"
"Jedovatá","Vydutý","Hladký","Bílá","Žádné","Kreosot","Volné","Nahlouèené","Úzká","Fialová","Rozšiøující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Nejedovatá"
